SubjectID,Age,FootSide,Foot_Length_mm,Foot_Breadth_mm,Ball_Breadth_mm,Heel_Breadth_mm,Toe1_Length_mm,Toe2_Length_mm,Toe3_Length_mm,Toe4_Length_mm,Toe5_Length_mm,Midfoot_Width_mm,Foot_Index_pct,Arch_Index,Heel_Angle_deg,Toe_Angle_deg,Sex
S03197,29,Left,251.7,103.4,90.5,57.7,44.1,37.6,35.0,32.9,25.8,32.5,41.08,0.13,21.0,12.8,0
S03198,24,Right,256.9,91.7,81.2,55.4,39.9,39.5,33.6,31.8,27.3,27.9,35.69,0.11,23.9,9.7,0
S03199,18,Left,251.7,102.3,96.4,65.7,41.7,38.4,34.8,30.1,28.6,26.2,40.64,0.1,21.7,14.3,1
S03200,21,Right,280.9,101.9,91.1,65.9,46.3,41.7,39.1,29.7,26.7,26.7,36.28,0.1,20.9,9.2,1
S03201,35,Right,244.7,92.0,89.6,66.3,40.5,33.1,31.4,29.7,27.8,27.8,37.6,0.11,21.8,7.9,0
S03202,31,Right,256.5,94.4,84.0,61.3,42.8,37.3,31.6,31.7,25.6,32.9,36.8,0.13,17.1,9.8,0
S03203,20,Left,263.8,97.2,94.0,65.2,40.6,36.0,35.2,31.2,27.5,34.5,36.85,0.13,21.9,11.7,1
S03204,29,Left,274.7,101.8,88.8,61.2,44.7,37.4,34.9,31.9,30.3,28.4,37.06,0.1,22.4,8.1,0
S03205,31,Left,235.2,104.4,86.8,64.2,34.7,32.6,30.9,29.4,24.6,31.0,44.39,0.13,22.8,11.9,0
S03206,29,Left,242.0,100.4,87.6,63.0,39.8,34.2,35.8,31.3,30.1,32.3,41.49,0.13,19.7,9.0,0
S03207,18,Right,247.0,80.2,84.2,59.3,40.3,37.4,34.8,30.0,25.8,25.6,32.47,0.1,19.7,6.9,0
S03208,20,Left,225.9,90.6,87.7,58.7,38.8,30.7,30.2,27.3,24.8,26.5,40.11,0.12,18.3,11.6,0
S03209,23,Left,257.2,106.8,97.2,67.9,40.4,43.4,38.7,30.6,27.1,29.5,41.52,0.12,26.2,13.8,1
S03210,29,Left,258.1,98.9,88.8,58.9,41.8,41.3,34.9,32.2,28.7,28.8,38.32,0.11,23.9,9.1,0
S03211,31,Left,279.2,104.1,89.5,69.9,44.9,37.5,37.3,31.8,29.5,30.3,37.29,0.11,24.0,13.8,1
S03212,18,Left,228.3,99.4,83.2,58.6,37.2,34.5,30.9,26.9,24.2,29.2,43.54,0.13,21.5,8.4,0
S03213,21,Left,273.2,101.3,94.9,62.7,44.5,40.6,36.9,34.0,24.8,34.2,37.08,0.12,20.9,12.3,1
S03214,25,Left,222.6,89.9,83.6,61.7,36.8,31.1,30.9,23.6,25.0,28.9,40.39,0.13,19.7,9.2,0
S03215,24,Left,273.9,106.7,92.9,68.3,44.5,41.2,38.0,35.6,30.5,30.8,38.96,0.11,21.2,11.3,1
S03216,23,Left,252.6,108.4,93.6,62.2,40.6,36.8,35.3,32.7,32.9,28.6,42.91,0.11,16.4,13.2,1
S03217,30,Right,254.7,116.7,100.4,67.0,39.1,36.0,35.7,30.0,25.6,28.3,45.82,0.11,22.3,12.5,1
S03218,36,Left,263.1,106.9,89.9,69.6,43.2,37.6,34.9,31.6,29.1,35.1,40.63,0.13,16.5,12.7,1
S03219,27,Right,238.6,88.5,86.5,59.2,37.4,36.3,33.6,30.1,25.5,32.9,37.09,0.14,19.8,11.8,0
S03220,23,Right,251.0,96.4,91.6,59.3,39.5,35.7,34.8,29.9,25.3,27.5,38.41,0.11,17.2,8.0,0
S03221,25,Right,242.7,86.0,83.1,59.1,38.3,35.8,33.0,30.4,26.1,27.4,35.43,0.11,20.8,14.0,0
S03222,18,Left,252.6,105.6,92.2,62.9,42.7,36.8,31.7,30.2,32.4,33.7,41.81,0.13,24.2,13.3,1
S03223,19,Right,258.3,96.0,91.5,69.9,39.8,35.4,34.3,31.0,30.1,31.2,37.17,0.12,19.8,13.9,1
S03224,25,Left,269.0,102.4,92.7,70.6,42.5,40.6,34.8,37.2,30.3,31.7,38.07,0.12,24.8,11.0,1
S03225,32,Left,251.8,110.3,99.0,65.1,38.8,35.3,32.1,32.0,28.9,33.5,43.8,0.13,22.2,11.3,1
S03226,36,Right,243.2,91.7,86.4,64.7,38.8,34.8,32.9,29.6,28.9,28.1,37.71,0.12,21.5,10.6,0
S03227,25,Right,256.4,108.7,100.7,73.1,42.5,35.8,34.0,31.0,30.7,31.0,42.39,0.12,22.9,16.1,1
S03228,24,Left,254.5,97.8,95.2,72.8,42.3,37.3,33.1,29.4,29.5,32.8,38.43,0.13,20.1,11.5,1
S03229,25,Right,291.8,95.2,95.8,64.4,46.3,44.4,40.2,34.5,29.0,31.8,32.63,0.11,19.9,11.5,1
S03230,18,Right,268.7,108.1,96.3,70.6,41.6,39.1,37.7,34.7,28.4,29.6,40.23,0.11,23.4,13.8,1
S03231,23,Left,250.5,95.3,78.2,57.3,39.0,34.9,33.9,32.4,31.2,27.7,38.04,0.11,18.1,11.8,0
S03232,21,Right,240.0,96.0,89.3,61.7,40.0,36.6,34.2,26.0,24.7,26.8,40.0,0.11,16.4,10.0,0
S03233,18,Right,258.7,99.4,93.3,63.1,41.3,39.8,34.6,33.5,30.6,27.5,38.42,0.11,19.8,9.4,1
S03234,25,Right,276.5,101.1,87.0,70.1,42.3,42.4,37.1,35.5,28.7,32.7,36.56,0.12,20.4,11.5,1
S03235,18,Right,250.6,107.5,89.1,69.7,40.8,38.9,35.3,33.0,29.7,31.5,42.9,0.13,21.8,14.2,1
S03236,35,Left,265.8,95.2,88.1,64.1,43.7,34.7,37.2,33.6,25.4,30.4,35.82,0.11,25.5,9.9,1
S03237,21,Left,303.1,102.9,90.3,67.1,48.9,46.5,41.9,39.9,36.1,31.0,33.95,0.1,19.1,14.1,1
S03238,28,Right,229.6,94.3,85.2,54.9,35.5,31.6,29.4,28.0,24.9,28.6,41.07,0.12,26.1,10.5,0
S03239,26,Left,245.7,95.5,81.3,63.2,38.3,35.6,31.7,32.2,26.7,32.1,38.87,0.13,10.8,11.6,0
S03240,18,Right,227.5,92.6,80.8,62.4,36.9,34.2,32.5,26.9,25.5,31.1,40.7,0.14,17.3,5.9,0
S03241,20,Right,281.5,97.5,97.9,66.9,47.0,41.0,41.9,37.8,30.9,30.7,34.64,0.11,14.8,11.6,1
S03242,26,Left,265.7,117.3,94.4,72.4,44.0,34.6,35.2,32.8,29.6,31.1,44.15,0.12,16.8,8.5,1
S03243,24,Left,240.1,89.3,84.2,58.2,41.6,32.6,33.9,29.1,24.5,28.6,37.19,0.12,20.6,6.3,0
S03244,23,Left,221.0,96.9,82.5,54.0,35.1,32.4,29.6,27.5,21.4,30.8,43.85,0.14,21.0,12.3,0
S03245,21,Right,249.1,90.0,96.4,60.6,36.3,38.1,38.1,32.2,25.3,28.1,36.13,0.11,22.4,8.1,0
S03246,24,Left,286.3,102.2,84.8,67.3,46.8,41.3,40.0,35.5,30.7,33.7,35.7,0.12,21.0,15.3,1
S03247,25,Left,235.0,88.7,82.9,61.4,39.4,36.2,31.6,28.6,29.6,30.8,37.74,0.13,19.4,10.1,0
S03248,18,Right,275.7,108.0,97.4,65.6,45.8,40.0,38.9,34.2,26.3,29.5,39.17,0.11,24.5,11.4,1
S03249,32,Right,230.4,93.6,77.2,60.8,36.4,33.5,31.4,29.0,25.1,27.1,40.62,0.12,15.8,11.8,0
S03250,19,Right,240.1,97.8,73.7,56.2,38.5,34.3,34.6,31.2,29.0,29.2,40.73,0.12,17.8,11.2,0
S03251,18,Left,241.5,99.4,92.1,62.2,38.8,34.7,32.5,31.1,25.6,28.1,41.16,0.12,16.1,14.0,0
S03252,30,Left,276.5,100.8,97.4,62.1,40.8,39.2,33.8,34.1,30.2,30.2,36.46,0.11,23.6,10.6,1
S03253,18,Left,235.4,107.5,82.5,60.2,39.0,36.1,30.6,26.8,24.3,28.5,45.67,0.12,19.6,10.2,0
S03254,29,Right,291.8,95.8,104.9,68.1,44.4,46.3,40.5,37.9,34.0,33.2,32.83,0.11,18.2,13.6,1
S03255,25,Right,277.0,96.2,97.4,69.0,42.8,43.2,40.3,31.7,31.2,29.9,34.73,0.11,14.7,9.4,1
S03256,27,Right,286.4,111.6,87.7,61.8,44.6,38.8,36.4,36.2,31.4,27.6,38.97,0.1,25.5,11.2,1
S03257,21,Left,257.2,90.9,82.7,55.9,43.3,37.2,34.1,31.0,29.4,24.5,35.34,0.1,16.2,12.7,0
S03258,26,Right,291.0,101.8,97.6,71.2,48.7,41.2,41.8,36.5,28.9,30.8,34.98,0.11,19.0,12.8,1
S03259,29,Left,283.5,107.0,98.8,66.7,45.6,41.6,35.8,37.7,24.5,31.6,37.74,0.11,25.4,14.6,1
S03260,20,Left,236.8,93.4,74.3,63.0,38.3,34.8,29.4,31.2,25.2,30.1,39.44,0.13,20.0,6.8,0
S03261,32,Right,282.9,105.3,90.5,69.7,48.1,42.1,35.8,30.6,31.2,30.2,37.22,0.11,18.9,11.4,1
S03262,39,Right,247.0,89.0,86.8,56.7,41.9,37.1,30.5,26.2,28.2,27.6,36.03,0.11,21.7,8.7,0
S03263,32,Left,282.1,102.6,87.9,67.0,44.3,40.1,41.1,36.7,32.9,31.1,36.37,0.11,23.0,15.4,1
S03264,18,Right,278.1,106.1,94.7,61.5,44.6,40.3,42.0,32.0,30.1,31.8,38.15,0.11,19.1,15.9,1
S03265,36,Left,234.7,100.1,85.3,64.2,39.3,35.9,31.9,26.8,23.0,34.2,42.65,0.15,21.6,12.6,0
S03266,25,Left,267.5,98.5,96.6,67.9,43.9,42.1,35.9,31.2,30.6,31.6,36.82,0.12,21.0,10.0,1
S03267,27,Right,280.3,103.4,94.6,67.3,47.6,40.4,39.1,32.8,28.5,27.3,36.89,0.1,25.2,13.9,1
S03268,18,Left,259.9,99.4,76.8,57.8,40.8,35.7,34.6,29.7,26.3,29.5,38.25,0.11,25.8,7.3,0
S03269,18,Left,238.6,99.5,81.1,61.4,39.1,36.4,32.2,29.1,27.2,27.3,41.7,0.11,23.3,7.8,0
S03270,18,Right,249.2,97.2,85.7,61.1,37.1,37.8,35.1,31.4,27.2,27.5,39.0,0.11,21.0,9.2,0
S03271,30,Left,273.3,99.1,93.6,67.3,46.7,42.8,39.2,34.3,28.2,30.5,36.26,0.11,18.2,11.8,1
S03272,19,Right,296.2,110.6,94.0,68.9,45.2,46.1,36.6,38.9,30.9,27.7,37.34,0.09,16.0,11.0,1
S03273,29,Left,228.3,98.6,89.7,64.3,37.6,32.5,29.1,25.3,28.5,30.7,43.19,0.13,21.9,5.2,0
S03274,28,Left,252.1,93.8,87.5,66.3,37.8,39.2,34.0,30.7,27.2,24.8,37.21,0.1,21.4,5.1,0
S03275,21,Right,239.0,98.3,83.6,60.8,37.9,36.8,32.8,29.5,24.2,30.3,41.13,0.13,19.0,12.0,0
S03276,18,Left,238.8,92.4,85.2,56.0,41.2,35.6,32.1,33.1,24.2,32.1,38.69,0.13,22.4,12.2,0
S03277,23,Left,245.7,99.7,91.2,61.6,38.8,36.9,32.5,32.9,27.6,29.8,40.58,0.12,19.6,12.2,0
S03278,19,Left,265.2,99.9,93.8,66.1,47.3,37.8,35.1,31.0,28.6,32.0,37.67,0.12,19.2,12.7,1
S03279,18,Right,281.2,106.2,89.8,66.0,50.3,42.3,38.4,32.4,26.7,29.4,37.77,0.1,20.2,10.1,1
S03280,20,Right,237.7,93.0,90.0,63.8,37.7,36.0,33.9,28.7,23.7,30.4,39.12,0.13,22.7,11.5,0
S03281,22,Right,288.3,98.5,95.0,61.7,45.7,44.2,42.0,37.1,26.5,28.8,34.17,0.1,21.3,12.5,1
S03282,26,Left,265.2,111.2,97.1,66.8,43.5,38.2,34.9,37.6,28.4,31.4,41.93,0.12,20.8,9.4,1
S03283,18,Left,249.1,88.6,84.2,61.4,40.3,37.8,32.6,30.5,25.2,30.3,35.57,0.12,26.6,9.7,0
S03284,21,Right,255.2,98.3,89.3,55.5,41.7,36.8,33.3,30.7,27.8,30.3,38.52,0.12,23.4,11.0,0
S03285,28,Left,291.9,106.6,97.0,69.2,44.9,45.1,41.2,35.2,31.9,32.6,36.52,0.11,25.9,11.6,1
S03286,27,Right,275.9,105.3,96.9,65.8,46.3,39.8,37.9,35.5,30.8,26.3,38.17,0.1,22.9,13.4,1
S03287,26,Left,281.3,100.9,93.2,67.6,45.2,40.4,36.8,34.1,30.0,28.8,35.87,0.1,19.1,13.0,1
S03288,18,Left,212.7,98.8,85.9,62.0,33.2,28.3,27.7,28.7,22.6,28.1,46.45,0.13,12.1,6.4,0
S03289,31,Right,241.9,92.6,83.7,59.9,39.7,35.6,32.7,29.2,27.1,25.3,38.28,0.1,14.8,8.0,0
S03290,28,Right,276.7,95.4,89.8,70.3,43.3,42.8,39.0,30.0,26.8,30.3,34.48,0.11,23.2,11.5,1
S03291,23,Left,270.4,105.0,97.8,65.5,40.0,39.6,36.7,35.7,31.6,28.5,38.83,0.1,25.5,10.1,1
S03292,19,Left,262.3,86.3,81.0,59.7,39.9,36.1,38.1,30.6,26.1,26.7,32.9,0.1,23.3,8.6,0
S03293,18,Left,259.9,96.9,89.2,64.4,38.1,35.4,33.7,31.6,31.2,33.1,37.28,0.13,23.4,16.3,1
S03294,24,Left,239.8,90.8,79.5,59.4,37.1,36.5,30.5,29.4,25.9,29.7,37.86,0.12,18.9,10.8,0
S03295,25,Left,253.1,91.0,88.4,58.8,37.4,37.8,34.6,32.0,27.3,31.1,35.95,0.12,20.9,9.3,0
S03296,31,Left,256.9,109.8,95.4,62.6,40.2,35.8,32.4,33.4,25.2,28.4,42.74,0.11,27.9,11.1,1
S03297,28,Left,258.5,90.9,88.5,63.1,38.4,37.3,33.4,32.4,28.7,30.2,35.16,0.12,18.0,9.8,0
S03298,22,Left,288.2,107.2,92.0,67.5,45.0,41.0,40.8,34.7,29.9,31.4,37.2,0.11,25.1,7.8,1
S03299,20,Right,243.2,104.2,95.2,69.6,37.4,37.8,32.4,32.3,26.7,31.6,42.85,0.13,20.9,15.1,1
S03300,19,Left,226.6,102.9,80.1,60.5,34.9,32.9,29.3,30.8,24.7,29.5,45.41,0.13,16.8,7.2,0
S03301,22,Right,276.3,103.2,96.9,69.9,41.6,39.5,36.1,37.2,30.1,31.7,37.35,0.12,19.6,12.1,1
S03302,21,Left,249.7,106.2,86.2,62.1,37.1,38.4,34.5,32.2,25.6,28.0,42.53,0.11,20.5,9.9,0
S03303,26,Left,247.0,97.2,87.5,59.8,40.1,37.1,34.3,31.5,29.0,26.5,39.35,0.11,17.8,11.0,0
S03304,18,Left,267.7,104.1,100.7,68.4,43.3,39.1,39.6,34.8,31.6,31.6,38.89,0.12,25.0,12.8,1
S03305,22,Right,274.4,110.5,93.7,64.4,40.5,39.8,35.4,35.6,31.7,29.5,40.27,0.11,23.0,12.2,1
S03306,18,Right,282.7,109.6,100.8,67.3,43.4,42.0,40.1,33.7,28.7,31.1,38.77,0.11,19.8,11.7,1
S03307,21,Left,277.0,100.1,93.7,67.4,47.4,39.2,35.5,32.3,30.7,32.4,36.14,0.12,20.3,12.3,1
S03308,18,Right,275.6,114.0,88.5,66.1,41.3,42.3,36.2,34.0,29.9,31.2,41.36,0.11,21.5,10.1,1
S03309,25,Left,260.5,103.8,96.1,65.0,41.8,40.4,36.6,33.3,24.8,29.8,39.85,0.11,22.4,11.6,1
S03310,21,Left,274.9,105.1,98.1,71.0,43.1,39.5,36.1,29.8,32.3,31.0,38.23,0.11,21.1,11.1,1
S03311,27,Left,237.0,95.3,88.4,58.0,38.5,36.5,31.7,32.0,27.2,25.8,40.21,0.11,20.3,8.4,0
S03312,18,Left,229.5,93.5,82.7,63.4,37.7,32.6,31.0,30.6,28.0,26.3,40.74,0.12,23.9,12.5,0
S03313,26,Right,243.9,102.0,82.5,55.6,38.7,38.8,33.1,30.1,24.2,30.1,41.82,0.12,23.0,9.6,0
S03314,29,Left,291.7,103.9,95.3,65.0,43.7,41.5,40.3,33.6,32.4,26.6,35.62,0.09,21.0,12.5,1
S03315,20,Left,266.2,108.7,96.9,65.1,41.3,40.8,37.5,36.0,27.5,30.8,40.83,0.12,22.4,13.1,1
S03316,30,Left,233.3,90.1,87.5,59.9,35.4,33.0,31.1,27.1,25.1,28.5,38.62,0.12,17.2,11.3,0
S03317,18,Left,284.9,111.2,93.3,65.6,47.1,39.3,38.6,33.6,29.5,29.9,39.03,0.1,24.1,16.3,1
S03318,29,Left,291.8,112.7,90.3,69.0,41.6,45.4,39.6,32.5,33.5,30.3,38.62,0.1,20.9,13.1,1
S03319,30,Left,248.2,99.2,81.4,58.8,40.8,35.9,33.9,30.5,27.0,28.6,39.97,0.12,21.3,6.2,0
S03320,23,Right,236.0,94.3,84.1,54.5,35.1,31.4,29.5,30.9,25.4,27.1,39.96,0.12,14.2,8.0,0
S03321,28,Right,250.7,92.9,82.8,60.4,40.0,33.9,37.1,29.9,26.6,26.5,37.06,0.11,23.0,8.6,0
S03322,27,Left,274.6,99.5,95.3,66.5,41.8,40.2,38.1,32.3,27.1,28.2,36.23,0.1,18.0,13.1,1
S03323,27,Right,233.9,92.6,81.4,62.0,36.7,32.7,31.9,29.8,25.4,27.9,39.59,0.12,20.2,7.3,0
S03324,28,Left,256.6,99.5,83.0,56.2,41.7,39.0,34.2,29.8,28.3,29.9,38.78,0.12,18.5,10.5,0
S03325,27,Left,258.7,98.2,81.5,61.1,46.0,38.2,35.2,31.9,28.5,28.9,37.96,0.11,14.6,10.6,0
S03326,21,Left,245.6,85.8,83.5,59.7,41.4,35.7,34.0,29.2,27.6,30.7,34.93,0.12,15.0,10.2,0
S03327,28,Right,243.2,90.0,80.4,58.6,35.3,29.7,33.7,30.9,24.8,28.6,37.01,0.12,24.4,9.6,0
S03328,32,Right,232.7,96.0,88.7,54.4,37.3,31.7,32.7,29.0,24.9,25.9,41.25,0.11,18.2,11.0,0
S03329,24,Left,284.3,109.7,97.9,65.6,43.7,42.9,35.8,34.3,33.8,29.9,38.59,0.1,24.2,7.8,1
S03330,23,Right,254.5,99.7,84.4,62.0,42.9,37.1,37.2,31.5,27.8,27.2,39.17,0.11,20.7,12.2,0
S03331,18,Right,249.1,97.0,81.9,56.0,40.6,34.7,32.4,32.6,27.7,28.2,38.94,0.11,20.4,9.2,0
S03332,28,Right,234.5,89.9,83.9,62.7,35.8,35.0,31.1,26.6,23.4,30.8,38.34,0.13,18.2,12.5,0
S03333,24,Left,253.6,111.6,92.6,64.8,42.0,37.5,31.4,28.0,27.6,32.1,44.01,0.13,21.7,9.1,1
S03334,30,Right,268.8,100.5,93.1,64.9,38.1,39.3,32.5,32.0,28.3,34.1,37.39,0.13,18.4,12.5,1
S03335,23,Right,250.5,95.7,83.0,60.7,42.3,38.9,31.5,31.1,27.9,26.8,38.2,0.11,17.6,8.1,0
S03336,19,Right,249.2,94.8,85.8,62.0,40.9,39.6,35.7,30.9,28.7,29.8,38.04,0.12,20.5,8.3,0
S03337,25,Right,220.2,98.4,77.6,62.3,36.7,30.7,30.6,27.2,24.9,26.0,44.69,0.12,23.7,11.4,0
S03338,18,Right,254.3,98.5,84.4,58.9,40.0,37.4,34.8,32.5,28.7,28.1,38.73,0.11,16.4,10.8,0
S03339,23,Right,264.3,101.9,81.9,62.7,43.0,40.4,34.5,33.0,29.2,28.9,38.55,0.11,20.7,11.1,0
S03340,33,Left,233.9,98.2,82.0,63.9,36.5,36.4,35.5,27.8,30.3,29.0,41.98,0.12,18.1,9.4,0
S03341,22,Left,261.8,102.5,89.9,58.7,41.1,36.8,39.0,31.9,29.9,28.1,39.15,0.11,21.2,11.6,0
S03342,32,Right,246.7,92.7,88.4,60.2,43.2,35.6,35.6,30.0,26.9,30.5,37.58,0.12,17.2,12.4,0
S03343,29,Right,254.5,86.3,81.4,60.1,40.3,35.6,33.2,31.1,28.7,30.1,33.91,0.12,19.6,12.6,0
S03344,22,Left,284.0,98.2,95.0,67.9,45.2,41.9,35.3,33.5,33.4,26.9,34.58,0.1,21.7,11.4,1
S03345,18,Right,290.3,101.2,96.8,70.6,44.4,41.0,41.8,36.8,33.0,28.7,34.86,0.1,23.3,12.1,1
S03346,30,Left,226.4,90.8,81.2,59.9,38.3,34.8,29.2,30.0,23.0,27.2,40.11,0.12,23.1,12.1,0
S03347,29,Right,270.2,103.5,89.3,68.8,42.7,38.8,35.3,34.0,29.2,29.9,38.3,0.11,18.6,10.9,1
S03348,26,Right,290.1,110.3,90.1,68.2,46.1,44.6,38.2,37.0,36.3,25.8,38.02,0.09,23.8,14.6,1
S03349,18,Left,261.4,96.5,94.8,72.5,40.6,40.0,36.7,32.0,32.3,31.1,36.92,0.12,20.3,12.1,1
S03350,18,Right,272.5,105.7,95.0,66.0,40.2,40.9,38.2,33.1,35.4,30.0,38.79,0.11,20.1,12.9,1
S03351,26,Left,251.1,106.2,92.6,69.0,39.0,34.5,36.4,31.9,29.3,27.3,42.29,0.11,23.3,12.6,1
S03352,22,Right,269.7,108.4,97.7,70.8,42.6,40.9,38.3,33.2,28.1,31.3,40.19,0.12,20.2,10.6,1
S03353,26,Right,242.7,106.7,86.8,58.8,37.7,34.4,32.6,31.6,26.9,28.6,43.96,0.12,15.1,7.4,0
S03354,18,Left,251.5,94.6,83.7,57.8,38.8,34.5,34.4,32.4,25.2,31.6,37.61,0.13,15.3,11.7,0
S03355,19,Right,282.9,108.2,88.6,64.8,44.4,41.5,35.2,34.7,32.8,28.2,38.25,0.1,17.4,14.4,1
S03356,27,Left,282.2,106.3,92.2,73.4,43.9,39.0,38.6,34.5,33.2,29.9,37.67,0.11,21.5,10.3,1
S03357,29,Right,246.7,95.4,85.9,64.3,39.0,38.9,35.8,27.0,24.8,26.5,38.67,0.11,24.8,9.9,0
S03358,22,Right,276.1,106.6,95.1,66.5,47.2,43.0,37.7,35.9,34.9,29.2,38.61,0.11,19.9,12.2,1
S03359,26,Right,238.6,103.9,77.3,59.7,37.6,33.0,31.2,31.0,25.2,31.2,43.55,0.13,19.0,9.8,0
S03360,30,Right,230.6,96.7,81.2,63.3,38.4,34.6,29.1,28.5,24.8,30.7,41.93,0.13,17.3,12.3,0
S03361,30,Left,228.5,90.4,87.2,61.7,38.3,37.2,31.9,28.5,23.5,30.6,39.56,0.13,11.2,9.2,0
S03362,18,Right,282.0,105.5,88.6,68.1,45.1,44.9,36.8,35.7,33.7,31.9,37.41,0.11,21.5,11.3,1
S03363,23,Left,238.9,96.3,87.3,59.4,36.7,37.5,34.1,30.2,28.1,26.6,40.31,0.11,17.0,11.1,0
S03364,18,Right,267.6,107.0,101.3,63.0,39.4,40.8,34.8,30.6,30.6,29.0,39.99,0.11,26.6,12.3,1
S03365,23,Left,235.1,98.0,80.6,57.6,41.0,36.4,29.4,29.7,24.0,30.4,41.68,0.13,21.2,10.4,0
S03366,21,Right,233.8,90.5,83.6,62.2,35.3,33.2,31.9,29.8,28.5,30.4,38.71,0.13,20.4,9.9,0
S03367,24,Left,255.8,108.0,93.2,65.1,42.7,39.1,38.1,33.2,27.8,32.9,42.22,0.13,27.4,10.9,1
S03368,20,Right,273.3,106.9,100.8,67.5,44.2,37.8,40.3,33.6,28.3,31.4,39.11,0.12,28.0,16.3,1
S03369,19,Left,284.1,97.6,90.1,68.3,48.1,46.9,39.5,35.3,33.2,29.8,34.35,0.1,19.6,13.1,1
S03370,29,Right,253.5,91.1,88.5,66.9,39.9,37.2,34.2,30.9,28.2,29.0,35.94,0.11,19.8,8.2,0
S03371,32,Left,274.5,106.4,97.5,66.3,43.2,43.3,41.5,33.2,30.0,31.5,38.76,0.12,23.2,12.5,1
S03372,18,Right,244.2,94.5,83.6,60.7,41.6,36.5,34.3,26.5,27.1,31.2,38.7,0.13,23.7,12.3,0
S03373,26,Right,275.0,106.4,95.2,68.8,46.4,40.1,36.1,32.3,30.6,31.0,38.69,0.11,17.8,13.4,1
S03374,22,Left,234.7,98.3,85.4,57.7,38.0,37.4,32.2,29.8,26.7,27.8,41.88,0.12,19.8,5.8,0
S03375,19,Left,244.1,99.6,81.5,58.4,39.1,38.5,32.7,29.7,27.8,29.4,40.8,0.12,18.0,10.1,0
S03376,25,Right,240.7,94.4,77.9,62.4,40.5,32.4,35.7,32.6,20.6,24.7,39.22,0.1,19.6,12.6,0
S03377,26,Left,245.3,99.8,85.9,57.9,40.8,36.4,37.8,31.1,26.6,24.9,40.68,0.1,13.9,9.2,0
S03378,29,Left,274.2,110.5,98.0,65.6,44.0,39.1,38.8,33.7,33.7,27.8,40.3,0.1,23.5,17.1,1
S03379,20,Right,271.9,106.9,88.8,68.3,44.6,39.7,38.5,36.2,29.3,30.9,39.32,0.11,23.0,13.3,1
S03380,29,Right,252.8,90.7,84.3,59.7,39.0,41.5,30.6,33.5,29.4,30.6,35.88,0.12,20.3,12.7,0
S03381,22,Right,274.7,94.4,92.9,64.4,42.1,41.0,38.6,30.9,35.0,31.9,34.36,0.12,21.8,11.8,1
S03382,18,Left,278.1,110.4,96.8,67.6,43.5,40.1,37.9,35.2,33.2,30.9,39.7,0.11,21.1,12.6,1
S03383,27,Left,263.6,105.9,90.9,65.6,42.3,39.3,33.7,28.7,28.9,29.0,40.17,0.11,26.2,13.3,1
S03384,28,Right,259.9,109.7,90.1,69.0,44.1,37.0,34.5,34.0,31.2,29.7,42.21,0.11,17.1,14.5,1
S03385,28,Right,274.8,107.6,94.5,69.0,43.7,39.1,39.3,35.2,30.2,31.0,39.16,0.11,20.7,13.3,1
S03386,28,Left,254.1,97.5,82.8,58.2,39.5,39.7,31.6,29.1,26.7,30.5,38.37,0.12,19.2,8.3,0
S03387,27,Left,274.9,98.4,89.7,65.7,49.0,37.7,33.5,36.5,29.1,29.4,35.79,0.11,23.1,13.4,1
S03388,29,Right,236.4,90.1,81.3,57.8,39.7,34.8,35.7,29.2,24.9,30.9,38.11,0.13,15.0,10.4,0
S03389,18,Left,243.8,109.2,96.1,70.4,36.3,37.0,33.1,27.5,30.7,29.0,44.79,0.12,23.3,11.3,1
S03390,28,Right,243.6,94.3,79.5,62.4,36.6,38.2,33.0,31.6,22.5,28.9,38.71,0.12,20.0,8.4,0
S03391,29,Right,263.3,102.8,86.2,63.6,40.3,36.6,32.8,35.8,30.9,30.5,39.04,0.12,22.5,11.2,1
S03392,22,Right,247.1,93.0,91.2,62.0,38.8,39.6,31.5,31.6,29.4,31.1,37.64,0.13,17.3,7.5,0
S03393,26,Left,253.5,89.5,84.0,60.6,40.0,36.6,33.4,32.7,29.2,27.0,35.31,0.11,14.8,8.2,0
S03394,32,Right,268.4,106.1,92.9,73.2,42.4,39.0,37.9,33.5,29.0,35.3,39.53,0.13,26.6,9.2,1
S03395,36,Right,242.9,103.7,88.5,60.6,37.9,38.1,33.0,29.4,29.3,29.1,42.69,0.12,21.1,7.1,0
S03396,22,Left,241.2,89.7,83.5,55.6,39.6,36.3,33.3,29.3,26.0,27.3,37.19,0.11,21.5,7.3,0
S03397,25,Right,237.4,95.9,87.5,62.9,34.7,35.1,32.7,29.3,26.3,28.7,40.4,0.12,18.3,9.2,0
S03398,19,Right,234.3,98.5,88.9,57.9,34.8,34.9,33.0,29.5,27.9,25.6,42.04,0.11,17.0,10.4,0
S03399,18,Left,260.9,98.7,93.4,67.9,43.7,38.5,34.2,34.1,29.4,30.9,37.83,0.12,20.7,10.2,1
S03400,28,Right,249.3,94.0,82.5,59.1,40.1,35.3,32.0,29.4,28.1,26.1,37.71,0.1,13.3,12.7,0
S03401,18,Right,267.7,100.0,99.0,67.5,44.1,36.9,34.2,32.3,35.7,28.4,37.36,0.11,20.6,11.4,1
S03402,33,Left,295.4,109.7,89.7,71.1,43.6,44.0,39.2,35.2,33.0,32.2,37.14,0.11,24.4,11.8,1
